id_fact_check|fc_title|fc_url_poynter|fc_rl_fact_checker|fc_agency|fc_country|fc_date|id_tweet_replier|rep_user_id|rep_created_at|rep_text|rep_lang|rep_like_count|rep_rt_count|id_tweet_spreader|sp_user_id|sp_created_at|sp_text|sp_lang|sp_like_count|sp_rt_count
85|FALSE: Around the world, people who exercise their “health autonomy” and don’t get vaccinated are being put “basically into internment camps.”|https://www.poynter.org/?ifcn_misinformation=around-the-world-people-who-exercise-their-health-autonomy-and-dont-get-vaccinated-are-being-put-basically-into-internment-camps|https://www.politifact.com/factchecks/2021/dec/13/ron-johnson/johnson-falsely-says-unvaccinated-people-around-wo/|PolitiFact|United States|2021/12/08|1541476067050913793|4301471778|2022-06-27T17:38:28.000Z|@JunkersFW190 @DemocraticDaisy @B52Malmet No, that is an imaginary planet. https://t.co/FKuYn6VmUr|en|2|0|1541417677620748291|3837328707|2022-06-27T13:46:27.000Z|@DemocraticDaisy @B52Malmet Is that the country that put their citizens into concentration camps over a cold?|en|16|1
85|FALSE: Around the world, people who exercise their “health autonomy” and don’t get vaccinated are being put “basically into internment camps.”|https://www.poynter.org/?ifcn_misinformation=around-the-world-people-who-exercise-their-health-autonomy-and-dont-get-vaccinated-are-being-put-basically-into-internment-camps|https://www.politifact.com/factchecks/2021/dec/13/ron-johnson/johnson-falsely-says-unvaccinated-people-around-wo/|PolitiFact|United States|2021/12/08|1541038938151948290|2597065009|2022-06-26T12:41:28.000Z|"@AuntAndieBlog @Calibamawife @BeschlossDC Except that they were not and you do get right that repeating bullshit and lies over and over, does not stop it still being bullshit and lies?

https://t.co/e1K6kNI0GV"|en|0|0|1541032711426838528|888865203106050048|2022-06-26T12:16:44.000Z|"@SeanScanlon66 @Calibamawife @BeschlossDC ""Treatment."" They were harshly locked down like cattle or kindergartners."|en|0|0
85|FALSE: Around the world, people who exercise their “health autonomy” and don’t get vaccinated are being put “basically into internment camps.”|https://www.poynter.org/?ifcn_misinformation=around-the-world-people-who-exercise-their-health-autonomy-and-dont-get-vaccinated-are-being-put-basically-into-internment-camps|https://www.politifact.com/factchecks/2021/dec/13/ron-johnson/johnson-falsely-says-unvaccinated-people-around-wo/|PolitiFact|United States|2021/12/08|1540419334266306566|2934984760|2022-06-24T19:39:23.000Z|@BReeves18 @BeingBennie @INLINESIX_ https://t.co/vJ6QPG7RMd|qme|1|0|1540419234601336838|2934984760|2022-06-24T19:38:59.000Z|@BReeves18 @BeingBennie @INLINESIX_ https://t.co/6iBP8fTeZk|qme|1|0
85|FALSE: Around the world, people who exercise their “health autonomy” and don’t get vaccinated are being put “basically into internment camps.”|https://www.poynter.org/?ifcn_misinformation=around-the-world-people-who-exercise-their-health-autonomy-and-dont-get-vaccinated-are-being-put-basically-into-internment-camps|https://www.politifact.com/factchecks/2021/dec/13/ron-johnson/johnson-falsely-says-unvaccinated-people-around-wo/|PolitiFact|United States|2021/12/08|1536451761778696192|1488079838334394370|2022-06-13T20:53:40.000Z|"@HisNameWasRP @ChuckHermann @Leinhartcleric @AndrewDunce @kenklippenstein “After 14 days allowed to return home” doesn’t sound like a very effective concentration camp. 

https://t.co/fxvumT6j8R"|en|0|0|1536450155611824129|193927362|2022-06-13T20:47:17.000Z|"@ShatsPantswell @ChuckHermann @Leinhartcleric @AndrewDunce @kenklippenstein a place where large numbers of people, especially political prisoners or members of persecuted minorities, are deliberately imprisoned in a relatively small area

No yeah, that's the definition. A place where people of a certain type are concentrated."|en|0|0
88|NO EVIDENCE: A list of injured or dead athletes proves “there may be something wrong with the vaccine.”|https://www.poynter.org/?ifcn_misinformation=a-list-of-injured-or-dead-athletes-proves-there-may-be-something-wrong-with-the-vaccine|https://www.factcheck.org/2021/12/scicheck-article-makes-unfounded-claims-linking-athletes-injuries-deaths-to-vaccines/|FactCheck.org|United States|2021/12/06|1543711763513868292|2270794502|2022-07-03T21:42:19.000Z|"@therightreader @ButaBiberaj @POTUS Lying cultist
https://t.co/3zv7HanLEe"|en|0|0|1543671246855995394|1131514122|2022-07-03T19:01:19.000Z|@ButaBiberaj @POTUS Trump Warp Speed effort got the vaxes! More have died of COVID under Biden than Trump. Biden threatened people with their job or people did lose jobs because of his mandates. MRNA spike proteins are causing young healthy adults to die suddenly. Students are seriously behind!|en|3|1
88|NO EVIDENCE: A list of injured or dead athletes proves “there may be something wrong with the vaccine.”|https://www.poynter.org/?ifcn_misinformation=a-list-of-injured-or-dead-athletes-proves-there-may-be-something-wrong-with-the-vaccine|https://www.factcheck.org/2021/12/scicheck-article-makes-unfounded-claims-linking-athletes-injuries-deaths-to-vaccines/|FactCheck.org|United States|2021/12/06|1543678613010239489|63085590|2022-07-03T19:30:36.000Z|@IKirkaldie @o_mealia @TimRunsHisMouth https://t.co/jtuLXZEdXI|qme|0|0|1539711844897755136|1519416141415919616|2022-06-22T20:48:04.000Z|@o_mealia @TimRunsHisMouth https://t.co/jJTLW3vm0f|qme|0|0
88|NO EVIDENCE: A list of injured or dead athletes proves “there may be something wrong with the vaccine.”|https://www.poynter.org/?ifcn_misinformation=a-list-of-injured-or-dead-athletes-proves-there-may-be-something-wrong-with-the-vaccine|https://www.factcheck.org/2021/12/scicheck-article-makes-unfounded-claims-linking-athletes-injuries-deaths-to-vaccines/|FactCheck.org|United States|2021/12/06|1543677007782887431|296344559|2022-07-03T19:24:13.000Z|"@donhuskey @Thompsonklay @charliekirk11 “Goodsciencing[.]com”

https://t.co/fGXnOtn84I"|en|1|0|1541952694121893890|112586124|2022-06-29T01:12:25.000Z|"@Thompsonklay @charliekirk11 The numbers keep Growing
 📌 1111 Athlete Cardiac Arrests, Serious Issues, 732 Dead, After COVID Injection

https://t.co/vHcKFaPeER"|en|14|8
88|NO EVIDENCE: A list of injured or dead athletes proves “there may be something wrong with the vaccine.”|https://www.poynter.org/?ifcn_misinformation=a-list-of-injured-or-dead-athletes-proves-there-may-be-something-wrong-with-the-vaccine|https://www.factcheck.org/2021/12/scicheck-article-makes-unfounded-claims-linking-athletes-injuries-deaths-to-vaccines/|FactCheck.org|United States|2021/12/06|1542386387474755584|3108375436|2022-06-30T05:55:45.000Z|@Brian49800559 @LycaonPictus9 @alison_stewart5 @JimReaper11 @miri_af https://t.co/uP5V6FiYFG|qme|0|0|1542383497863626762|1324611213574156289|2022-06-30T05:44:16.000Z|"@aisnabi24 @LycaonPictus9 @alison_stewart5 @JimReaper11 @miri_af Why the sudden rise this year.
Because it is being ignored from all corners it leaves us to believe its vaccine related and cant be talked about."|en|0|0
88|NO EVIDENCE: A list of injured or dead athletes proves “there may be something wrong with the vaccine.”|https://www.poynter.org/?ifcn_misinformation=a-list-of-injured-or-dead-athletes-proves-there-may-be-something-wrong-with-the-vaccine|https://www.factcheck.org/2021/12/scicheck-article-makes-unfounded-claims-linking-athletes-injuries-deaths-to-vaccines/|FactCheck.org|United States|2021/12/06|1542348062328225792|1459587468542500869|2022-06-30T03:23:28.000Z|@DaveSCE @McBossy8 @LauraKronen https://t.co/cJaRVx7SdF|qme|0|0|1542346686759968768|2466741049|2022-06-30T03:18:00.000Z|@McBossy8 @BurnerMullen @LauraKronen One of the things that is really concerning is the number of young athletes that have died from heart attacks after the vaccine. https://t.co/DS5oUFRr7E|en|1|0
88|NO EVIDENCE: A list of injured or dead athletes proves “there may be something wrong with the vaccine.”|https://www.poynter.org/?ifcn_misinformation=a-list-of-injured-or-dead-athletes-proves-there-may-be-something-wrong-with-the-vaccine|https://www.factcheck.org/2021/12/scicheck-article-makes-unfounded-claims-linking-athletes-injuries-deaths-to-vaccines/|FactCheck.org|United States|2021/12/06|1542142856244101120|1488867935334678531|2022-06-29T13:48:03.000Z|@kmc4boys21 @TDeathmatt @APChill1 @Dan_Shaughnessy https://t.co/1HEk5N14SA|qme|0|0|1542142393369198593|1374023203123834882|2022-06-29T13:46:12.000Z|"@TDeathmatt @APChill1 @Dan_Shaughnessy No, I do not have evidence of any MLB.  But I have seen many stories about young athlete's tragic deaths, which scares me.  

I don't believe he quit on the team.  I believe requiring any institution, who are requiring a ""vaccine"" that is new, with thousands of side effects..."|en|0|0
88|NO EVIDENCE: A list of injured or dead athletes proves “there may be something wrong with the vaccine.”|https://www.poynter.org/?ifcn_misinformation=a-list-of-injured-or-dead-athletes-proves-there-may-be-something-wrong-with-the-vaccine|https://www.factcheck.org/2021/12/scicheck-article-makes-unfounded-claims-linking-athletes-injuries-deaths-to-vaccines/|FactCheck.org|United States|2021/12/06|1541932404616609792|1368358172990316548|2022-06-28T23:51:47.000Z|@JasperRed6 @breyeanc @grammiesue6 @AdamKinzinger https://t.co/B45ed5KU0p|qme|0|0|1541931670286344192|1533896897471172610|2022-06-28T23:48:52.000Z|@dedshot42 @breyeanc @grammiesue6 @AdamKinzinger I don’t have to do your research you haven’t seen the 3 young healthy NFL players who have dropped dead for no reason this spring during training? What about all the dead European soccer players from myocarditis all of a sudden w health swelling is the #1 side effect? Huh|en|0|0
88|NO EVIDENCE: A list of injured or dead athletes proves “there may be something wrong with the vaccine.”|https://www.poynter.org/?ifcn_misinformation=a-list-of-injured-or-dead-athletes-proves-there-may-be-something-wrong-with-the-vaccine|https://www.factcheck.org/2021/12/scicheck-article-makes-unfounded-claims-linking-athletes-injuries-deaths-to-vaccines/|FactCheck.org|United States|2021/12/06|1539935932538839041|1313240239020871687|2022-06-23T11:38:31.000Z|"@TonyFLMortgage @AP I love when you provide this type of stuff, because it always points to it being ""heart problems"" and then the actual causes are so inconsistent it's insane. 
One of the guys on the list is 86, one died from a drug overdose.
Oh, and it's all debunked :D https://t.co/ckv1vwgMrJ"|en|0|0|1539932775205199872|1457421510591795213|2022-06-23T11:25:58.000Z|@Neaarii @AP Nothing to see here just a pandemic 😷 f heart attacks among athletes who got the stabbyjab.  Shhhhhh. https://t.co/9YPqStQ6Vl|en|0|0
88|NO EVIDENCE: A list of injured or dead athletes proves “there may be something wrong with the vaccine.”|https://www.poynter.org/?ifcn_misinformation=a-list-of-injured-or-dead-athletes-proves-there-may-be-something-wrong-with-the-vaccine|https://www.factcheck.org/2021/12/scicheck-article-makes-unfounded-claims-linking-athletes-injuries-deaths-to-vaccines/|FactCheck.org|United States|2021/12/06|1539885993800749056|1518930570163765248|2022-06-23T08:20:05.000Z|"@StopBeingSlaves @TheHughWildman @CharlesRixey @Brian13308504 @Leinosleinos @judysimpson222 @KathMLee1 @LeeKurtiss @BrydenBradley @Jikkyleaks @SenRonJohnson @AaronSiriSG @profnfenton @ClareCraigPath @Covid19Critical @BreatheMD @JesslovesMJK @chrismartenson @P_McCulloughMD @PierreKory @hedleyrees @drcole12 @GVDBossche @phillyharper @DrJBhattacharya @ScienceWDrDoug @laworfiction @PanData19 @hartgroup_org @TonyHinton2016 @SabinehazanMD @etjiC4kL7MpuzLc @DrHoenderkamp @DrAseemMalhotra @pjhlaw I can just Google

""Athlete Deaths Cause By Vaccine Fact Check""

and prove this is BS

Because it's proven FALSE here -- https://t.co/ItWwyaiQX3

And FALSE here --&gt; https://t.co/WjRwwGihuq

And FALSE here --&gt; https://t.co/EfgG5sJ3bB

And FALSE here --&gt; https://t.co/AHgEzG1BvP"|en|2|0|1539883589466312705|1525382981107470337|2022-06-23T08:10:32.000Z|"@ShockTraumaRN @TheHughWildman @CharlesRixey @Brian13308504 @Leinosleinos @judysimpson222 @KathMLee1 @LeeKurtiss @BrydenBradley @Jikkyleaks @SenRonJohnson @AaronSiriSG @profnfenton @ClareCraigPath @Covid19Critical @BreatheMD @JesslovesMJK @chrismartenson @P_McCulloughMD @PierreKory @hedleyrees @drcole12 @GVDBossche @phillyharper @DrJBhattacharya @ScienceWDrDoug @laworfiction @PanData19 @hartgroup_org @TonyHinton2016 @SabinehazanMD @etjiC4kL7MpuzLc @DrHoenderkamp @DrAseemMalhotra @pjhlaw How about the young male athletes keeling over dead from heart attacks when two is the normal average/ year since 2016 and this year we're lookin 1000- 1500 deaths?  I'm not remembering the exact number.  
This is pro sports, Olympians... healthy ass people."|en|0|0
88|NO EVIDENCE: A list of injured or dead athletes proves “there may be something wrong with the vaccine.”|https://www.poynter.org/?ifcn_misinformation=a-list-of-injured-or-dead-athletes-proves-there-may-be-something-wrong-with-the-vaccine|https://www.factcheck.org/2021/12/scicheck-article-makes-unfounded-claims-linking-athletes-injuries-deaths-to-vaccines/|FactCheck.org|United States|2021/12/06|1539415851090292736|915682227597582336|2022-06-22T01:11:54.000Z|"@tourist_ms @kat_lindley Dec 2021: Goodsciencing Makes Unfounded Claims Linking Athletes’ Injuries, Deaths to Vaccines
https://t.co/qsjxtsBqAt"|en|1|0|1539415805468737536|915682227597582336|2022-06-22T01:11:43.000Z|"@tourist_ms @kat_lindley Sure they did. The fake news is from a quack site called Goodsciencing and there have been many debunks
November 2021 fact check finds Goodsciencing site makes unfounded claims https://t.co/mEjN4D0oPL"|en|1|0
88|NO EVIDENCE: A list of injured or dead athletes proves “there may be something wrong with the vaccine.”|https://www.poynter.org/?ifcn_misinformation=a-list-of-injured-or-dead-athletes-proves-there-may-be-something-wrong-with-the-vaccine|https://www.factcheck.org/2021/12/scicheck-article-makes-unfounded-claims-linking-athletes-injuries-deaths-to-vaccines/|FactCheck.org|United States|2021/12/06|1539391936401920003|915682227597582336|2022-06-21T23:36:52.000Z|"@JonD83469952 @WaitingForPerot @beverleyturner November 2021 fact check finds Goodsciencing site makes unfounded claims https://t.co/mEjN4D0oPL

Dec 2021: Goodsciencing Makes Unfounded Claims Linking Athletes’ Injuries, Deaths to Vaccines
https://t.co/qsjxtsBqAt"|en|0|0|1539390215315415042|915682227597582336|2022-06-21T23:30:02.000Z|@JonD83469952 @WaitingForPerot @beverleyturner Goodsciencing is a fake news, quack, conspiracy theory site. Brainbell has done excellent investigative work showing you how the site lies. There are many other sources and fact checkers that will tell you the same thing. https://t.co/zZZ1nwt2mn|en|0|0
88|NO EVIDENCE: A list of injured or dead athletes proves “there may be something wrong with the vaccine.”|https://www.poynter.org/?ifcn_misinformation=a-list-of-injured-or-dead-athletes-proves-there-may-be-something-wrong-with-the-vaccine|https://www.factcheck.org/2021/12/scicheck-article-makes-unfounded-claims-linking-athletes-injuries-deaths-to-vaccines/|FactCheck.org|United States|2021/12/06|1539065031710625793|293557774|2022-06-21T01:57:52.000Z|"@ake2306 @Darlene79902478 Meanwhile, in real life:

There’s no proof that the listed athletes — most of them are actually retired — were harmed by the vaccines.

https://t.co/PegLdQJ8uM"|en|0|0|1538670713883738114|728273994|2022-06-19T23:50:59.000Z|"I feel your pain Kyle ♥️💔♥️. You take time for you and your family to get the emotional side of your heart healed.  You are a very very brave man who has been an inspiration and is all the more an inspirational for what you mean to so many. Always here for you Kyle 👍
Alex 🏴󠁧󠁢󠁳󠁣󠁴󠁿♥️ https://t.co/wR0Dr99R4R"|en|484|209
88|NO EVIDENCE: A list of injured or dead athletes proves “there may be something wrong with the vaccine.”|https://www.poynter.org/?ifcn_misinformation=a-list-of-injured-or-dead-athletes-proves-there-may-be-something-wrong-with-the-vaccine|https://www.factcheck.org/2021/12/scicheck-article-makes-unfounded-claims-linking-athletes-injuries-deaths-to-vaccines/|FactCheck.org|United States|2021/12/06|1537454564299128837|1292425241864466432|2022-06-16T15:18:27.000Z|@antiLibmob @DocDeezWhat @Pennell10Dan @LadyOfTheOcean1 @PruBaker_10 @ballardsigns @jeff_atl @Zaiken64 @Saggit95 @avatarmax123 @drdeblk @MTStringer1 @Jetson77 @lazid1957 @ShellyRKirchoff @Animalsdonthate @IZMKS44 @MattLevine123 @PRM13001813 @gopisdirty @Synyster63 @ThereseOSulliv2 @nedorton @Jesus_is_G_d @bis_ric @TastyMorsel6 @KleeOntheRight @Evry1H8sGrtzLOL @newsjunky2 @giddy_bunny @JamesCa45920153 @lanny33571893 @SouthTownKing @CurtisAmericana @Missy8008135 @TomDoubting @browneaglewings @gama_ultra @Flattielover @BrownEyedGirI_ @PubertSchlarff @JackWhoElse @JohnRobtMoody @RushvilleRockit @hrt6017 @Aimhighffw @One_Old_Grouch @MinnesotaExpat @JoeBiden @KamalaHarris https://t.co/WHvW3PYv03|qme|1|0|1537450154084605952|1479900431614722051|2022-06-16T15:00:55.000Z|@FemmeVoilet @DocDeezWhat @Pennell10Dan @LadyOfTheOcean1 @PruBaker_10 @ballardsigns @jeff_atl @Zaiken64 @Saggit95 @avatarmax123 @drdeblk @MTStringer1 @Jetson77 @lazid1957 @ShellyRKirchoff @Animalsdonthate @IZMKS44 @MattLevine123 @PRM13001813 @gopisdirty @Synyster63 @ThereseOSulliv2 @nedorton @Jesus_is_G_d @bis_ric @TastyMorsel6 @KleeOntheRight @Evry1H8sGrtzLOL @newsjunky2 @giddy_bunny @JamesCa45920153 @lanny33571893 @SouthTownKing @CurtisAmericana @Missy8008135 @TomDoubting @browneaglewings @gama_ultra @Flattielover @BrownEyedGirI_ @PubertSchlarff @JackWhoElse @JohnRobtMoody @RushvilleRockit @hrt6017 @Aimhighffw @One_Old_Grouch @MinnesotaExpat @JoeBiden @KamalaHarris https://t.co/xVsSyJNvCg|qme|4|0
88|NO EVIDENCE: A list of injured or dead athletes proves “there may be something wrong with the vaccine.”|https://www.poynter.org/?ifcn_misinformation=a-list-of-injured-or-dead-athletes-proves-there-may-be-something-wrong-with-the-vaccine|https://www.factcheck.org/2021/12/scicheck-article-makes-unfounded-claims-linking-athletes-injuries-deaths-to-vaccines/|FactCheck.org|United States|2021/12/06|1536805361536995328|964281732588556290|2022-06-14T20:18:45.000Z|@AI_Investigates @Arwenstar He doesn’t even have that, the data is complete garbage and has been debunked a half dozen times.  https://t.co/zHWmaN4bA5|en|5|1|1536802679149707267|594709355|2022-06-14T20:08:05.000Z|@Arwenstar Now he just needs the link to the vaccines, because right now all he has is correlation.|en|2|1
89|FALSE: The COVID-19 vaccine is the “deadliest vaccine ever made.”|https://www.poynter.org/?ifcn_misinformation=the-covid-19-vaccine-is-the-deadliest-vaccine-ever-made|https://www.politifact.com/factchecks/2021/dec/10/robert-f-kennedy-jr/no-covid-19-vaccine-not-deadliest-vaccine-ever-mad/|PolitiFact|United States|2021/12/06|1543280017102307328|3852293360|2022-07-02T17:06:43.000Z|@369magicman @ruth_hutchings @heartbrk20gal @KevinLaity @Captaincoby00 https://t.co/7DTRCcvhks|qme|0|0|1543279588549152769|1404546233830723585|2022-07-02T17:05:01.000Z|@thedarkredwolf @ruth_hutchings @heartbrk20gal @KevinLaity @Captaincoby00 Exactly|en|0|0
107|FALSE: There are a total of 57 potential cross reactants that could give you a false positive when administering the PCR tests.|https://www.poynter.org/?ifcn_misinformation=there-are-a-total-of-57-potential-cross-reactants-that-could-give-you-a-false-positive-when-administering-the-pcr-tests|https://www.factcheck.org/2022/01/scicheck-posts-about-cross-reactants-misrepresent-accuracy-of-covid-19-pcr-tests/|FactCheck.org|United States|2021/11/23|1544729510423146496|788174490|2022-07-06T17:06:29.000Z|@mousepolice1 @NSWCHO https://t.co/UOf0UkXZ5b|qme|0|0|1544724870969565184|3182421764|2022-07-06T16:48:03.000Z|@ChristophSouza @NSWCHO You lined up for PCRs &amp; the machines couldn’t be calibrated because the ”virus” has still not been isolated  or purified. Chinese doctors who supplied the computer generated genome will confirm this and the PCR is not a diagnostic tool anyway.|en|0|0
109|NO EVIDENCE: “[M]ore children will die from the vaccine than will die from COVID in the first place, and there’s proof.”|https://www.poynter.org/?ifcn_misinformation=more-children-will-die-from-the-vaccine-than-will-die-from-covid-in-the-first-place-and-theres-proof|https://healthfeedback.org/claimreview/claim-that-the-covid-19-vaccine-is-riskier-than-the-disease-for-children-is-based-on-an-economists-incorrect-calculation-of-the-metric-number-needed-to-vaccinate/|Science Feedback|United States|2021/11/22|1538963467364802560|1510346952394768384|2022-06-20T19:14:17.000Z|"@JoeDementia2020 @MdBreathe Not Pfizer's data, but misinformation from an economist.
https://t.co/gju6CusFpZ"|en|1|0|1538955616646987776|1258517249394171904|2022-06-20T18:43:06.000Z|"@MdBreathe ""You have to kill 117 kids with the vaccine to save one kid. ""

According to Pfizer's own data... https://t.co/baB3e0hFjw"|en|30|26
112|FALSE: “Celine Dion has been paralyzed by the COVID vaccine and cancels her tour.”|https://www.poynter.org/?ifcn_misinformation=celine-dion-has-been-paralyzed-by-the-covid-vaccine-and-cancels-her-tour|https://www.politifact.com/factchecks/2021/nov/29/viral-image/baseless-claims-about-covid-19-vaccine-paralysis-a/|PolitiFact|United States|2021/11/19|1539811956298850304|161765389|2022-06-23T03:25:53.000Z|@USRealityCheck https://t.co/HXFi407Gpn|qme|0|0|1539803037098811393|72552866|2022-06-23T02:50:26.000Z|Will the tragic fate of world stars like Celine Dion and Justin Bieber open the eyes of their fans? Impacts of Covid-19 'vaccine': Sustained by media disinformation and fake science, the mRNA vaccine was put forth as a solution to curbing the pandemi.. https://t.co/HapcrCWt1b|en|1|1
120|FALSE: “Children are 50 times more likely to be killed by the Covid vaccines than by the virus itself.”|https://www.poynter.org/?ifcn_misinformation=children-are-50-times-more-likely-to-be-killed-by-the-covid-vaccines-than-by-the-virus-itself|https://www.politifact.com/factchecks/2021/nov/15/viral-image/kids-50-times-more-likely-be-killed-covid-19-vacci/|PolitiFact|United States|2021/11/15|1545878377214746625|260342384|2022-07-09T21:11:40.000Z|"@seachange_au @blasphemybunny Absolute BS and fabrication. Your claim children 50 times more likely to die from vaccine than covid. Get your facts straight before you spread misinformation.

https://t.co/gyNlQrJ9Zr

https://t.co/47w42Zwhmx"|en|0|0|1545764619364757505|107663133|2022-07-09T13:39:38.000Z|@blasphemybunny Oh ffsake THEY ARE NOT THE FIX and neither is child sacrifice https://t.co/JrrnwNDvkr|en|1|0
120|FALSE: “Children are 50 times more likely to be killed by the Covid vaccines than by the virus itself.”|https://www.poynter.org/?ifcn_misinformation=children-are-50-times-more-likely-to-be-killed-by-the-covid-vaccines-than-by-the-virus-itself|https://www.politifact.com/factchecks/2021/nov/15/viral-image/kids-50-times-more-likely-be-killed-covid-19-vacci/|PolitiFact|United States|2021/11/15|1545474092790423554|2479448608|2022-07-08T18:25:11.000Z|@HomeWorldof @We_Truck_Fudeau https://t.co/bhVZuiLg0Y|qme|0|0|1545473497488625664|978828212649283585|2022-07-08T18:22:49.000Z|@du_mob @We_Truck_Fudeau Not young people, more are being killed by vaccines than Covid.|en|0|0
120|FALSE: “Children are 50 times more likely to be killed by the Covid vaccines than by the virus itself.”|https://www.poynter.org/?ifcn_misinformation=children-are-50-times-more-likely-to-be-killed-by-the-covid-vaccines-than-by-the-virus-itself|https://www.politifact.com/factchecks/2021/nov/15/viral-image/kids-50-times-more-likely-be-killed-covid-19-vacci/|PolitiFact|United States|2021/11/15|1542306836400877568|1503972663475126274|2022-06-30T00:39:39.000Z|@202112skyblue @washingtonpost https://t.co/ue8TbPBxQz|qme|0|0|1541567716322152452|1382868568417599491|2022-06-27T23:42:39.000Z|@washingtonpost https://t.co/KiTUwRhzmH|qme|0|0
120|FALSE: “Children are 50 times more likely to be killed by the Covid vaccines than by the virus itself.”|https://www.poynter.org/?ifcn_misinformation=children-are-50-times-more-likely-to-be-killed-by-the-covid-vaccines-than-by-the-virus-itself|https://www.politifact.com/factchecks/2021/nov/15/viral-image/kids-50-times-more-likely-be-killed-covid-19-vacci/|PolitiFact|United States|2021/11/15|1542306816809242624|1503972663475126274|2022-06-30T00:39:34.000Z|@202112skyblue @BBCNews https://t.co/ue8TbPBxQz|qme|0|0|1541567818633814016|1382868568417599491|2022-06-27T23:43:03.000Z|@BBCNews https://t.co/z607ltuYfx|qme|0|0
120|FALSE: “Children are 50 times more likely to be killed by the Covid vaccines than by the virus itself.”|https://www.poynter.org/?ifcn_misinformation=children-are-50-times-more-likely-to-be-killed-by-the-covid-vaccines-than-by-the-virus-itself|https://www.politifact.com/factchecks/2021/nov/15/viral-image/kids-50-times-more-likely-be-killed-covid-19-vacci/|PolitiFact|United States|2021/11/15|1542306798308192258|1503972663475126274|2022-06-30T00:39:30.000Z|@202112skyblue @nypost https://t.co/ue8TbPBxQz|qme|0|0|1541567929787064320|1382868568417599491|2022-06-27T23:43:30.000Z|@nypost https://t.co/q32fq8B3IX|qme|0|0
120|FALSE: “Children are 50 times more likely to be killed by the Covid vaccines than by the virus itself.”|https://www.poynter.org/?ifcn_misinformation=children-are-50-times-more-likely-to-be-killed-by-the-covid-vaccines-than-by-the-virus-itself|https://www.politifact.com/factchecks/2021/nov/15/viral-image/kids-50-times-more-likely-be-killed-covid-19-vacci/|PolitiFact|United States|2021/11/15|1542306783732977664|1503972663475126274|2022-06-30T00:39:26.000Z|@202112skyblue @business https://t.co/ue8TbPBxQz|qme|0|0|1541568041011527682|1382868568417599491|2022-06-27T23:43:56.000Z|@business https://t.co/ghXuuAn5lc|qme|0|0
120|FALSE: “Children are 50 times more likely to be killed by the Covid vaccines than by the virus itself.”|https://www.poynter.org/?ifcn_misinformation=children-are-50-times-more-likely-to-be-killed-by-the-covid-vaccines-than-by-the-virus-itself|https://www.politifact.com/factchecks/2021/nov/15/viral-image/kids-50-times-more-likely-be-killed-covid-19-vacci/|PolitiFact|United States|2021/11/15|1542306767022874625|1503972663475126274|2022-06-30T00:39:22.000Z|@202112skyblue @Reuters https://t.co/ue8TbPBxQz|qme|0|0|1541568418142470146|1382868568417599491|2022-06-27T23:45:26.000Z|@Reuters https://t.co/bZryeiKJt6|qme|0|0
120|FALSE: “Children are 50 times more likely to be killed by the Covid vaccines than by the virus itself.”|https://www.poynter.org/?ifcn_misinformation=children-are-50-times-more-likely-to-be-killed-by-the-covid-vaccines-than-by-the-virus-itself|https://www.politifact.com/factchecks/2021/nov/15/viral-image/kids-50-times-more-likely-be-killed-covid-19-vacci/|PolitiFact|United States|2021/11/15|1542306751503945728|1503972663475126274|2022-06-30T00:39:18.000Z|@202112skyblue @CTVNews https://t.co/ue8TbPBxQz|qme|0|0|1541568489135169536|1382868568417599491|2022-06-27T23:45:43.000Z|@CTVNews https://t.co/JynaIahssL|qme|0|0
120|FALSE: “Children are 50 times more likely to be killed by the Covid vaccines than by the virus itself.”|https://www.poynter.org/?ifcn_misinformation=children-are-50-times-more-likely-to-be-killed-by-the-covid-vaccines-than-by-the-virus-itself|https://www.politifact.com/factchecks/2021/nov/15/viral-image/kids-50-times-more-likely-be-killed-covid-19-vacci/|PolitiFact|United States|2021/11/15|1542306736685449216|1503972663475126274|2022-06-30T00:39:15.000Z|@202112skyblue @business https://t.co/ue8TbPBxQz|qme|0|0|1541569017890197506|1382868568417599491|2022-06-27T23:47:49.000Z|@business https://t.co/ht9sTSLS5I|qme|0|0
120|FALSE: “Children are 50 times more likely to be killed by the Covid vaccines than by the virus itself.”|https://www.poynter.org/?ifcn_misinformation=children-are-50-times-more-likely-to-be-killed-by-the-covid-vaccines-than-by-the-virus-itself|https://www.politifact.com/factchecks/2021/nov/15/viral-image/kids-50-times-more-likely-be-killed-covid-19-vacci/|PolitiFact|United States|2021/11/15|1542306720839479296|1503972663475126274|2022-06-30T00:39:11.000Z|@202112skyblue @latimes https://t.co/ue8TbPBxQz|qme|0|0|1541569758562336769|1382868568417599491|2022-06-27T23:50:46.000Z|@latimes https://t.co/2tSjdlrRam|qme|0|0
120|FALSE: “Children are 50 times more likely to be killed by the Covid vaccines than by the virus itself.”|https://www.poynter.org/?ifcn_misinformation=children-are-50-times-more-likely-to-be-killed-by-the-covid-vaccines-than-by-the-virus-itself|https://www.politifact.com/factchecks/2021/nov/15/viral-image/kids-50-times-more-likely-be-killed-covid-19-vacci/|PolitiFact|United States|2021/11/15|1542306704632623104|1503972663475126274|2022-06-30T00:39:07.000Z|@202112skyblue @BBCWorld https://t.co/ue8TbPBxQz|qme|0|0|1541570019175370755|1382868568417599491|2022-06-27T23:51:48.000Z|@BBCWorld https://t.co/Vlrpyu1jWO|qme|0|0
